USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  40736 21492 ?        Ss   05:49   0:05 /usr/lib/systemd/systemd --switched-root --system --deserialize=47 rhgb
root       46642  0.0  0.0      0     0 ?        I    19:15   0:00 [kworker/11:2-mm_percpu_wq]
root       46659  0.0  0.0      0     0 ?        I    19:16   0:00 [kworker/10:2-mm_percpu_wq]
root       46660  0.0  0.0      0     0 ?        I    19:16   0:00 [kworker/1:2-mm_percpu_wq]
root       46843  0.0  0.0      0     0 ?        I    19:17   0:00 [kworker/u48:1-kcryptd-252:0-1]
root       46851  0.0  0.0      0     0 ?        I    19:17   0:00 [kworker/u48:13-kcryptd-252:0-1]
root       46854  0.0  0.0      0     0 ?        I    19:17   0:00 [kworker/u48:17-kcryptd-252:0-1]
root       46856  0.0  0.0      0     0 ?        I    19:17   0:00 [kworker/u48:21-kcryptd-252:0-1]
root       46864  0.0  0.0      0     0 ?        I    20:42   0:00 [kworker/3:0-mm_percpu_wq]
root       46866  0.0  0.0      0     0 ?        I    20:42   0:00 [kworker/u48:35-kcryptd-252:0-1]
root       46868  0.0  0.0      0     0 ?        I    20:42   0:00 [kworker/0:1-events]
root       46875  0.0  0.0      0     0 ?        S    20:42   0:00 [nvidia]
asanchez   47547  6.1  0.9 3245048 372384 ?      Sl   20:45   3:15 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:43734 -prefMapHandle 1:279225 -jsInitHandle 2:227672 -parentBuildID 20260225093857 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {ac2949e0-21b0-4d04-8f3d-b492855f390f} -parentPid 3457 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 42 tab
root       48234  0.0  0.0      0     0 ?        I    20:55   0:00 [kworker/u48:4-kcryptd-252:0-1]
root       48235  0.0  0.0      0     0 ?        I    20:55   0:00 [kworker/u48:6-kcryptd-252:0-1]
asanchez   48853  0.0  0.2 1459542260 98308 ?    Sl   21:00   0:00 /usr/share/antigravity/antigravity /usr/share/antigravity/resources/app/extensions/markdown-language-features/dist/serverWorkerMain --node-ipc --clientProcessId=39348
asanchez   48995  0.0  0.0 234016  5560 pts/6    Ss   21:01   0:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
asanchez   49814  0.0  0.1 1002592 67976 ?       Sl   21:04   0:00 /home/asanchez/.antigravity/extensions/meta.pyrefly-0.9.0-linux-x64/bin/release/pyrefly lsp
asanchez   49841  0.0  0.0 233892  5508 pts/7    Ss+  21:04   0:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
asanchez   50696  0.0  0.0 234524  6104 pts/8    Ss   21:10   0:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
root       51472  0.0  0.0      0     0 ?        I    21:12   0:00 [kworker/u48:0-kvfree_rcu_reclaim]
root       51473  0.0  0.0      0     0 ?        I    21:12   0:00 [kworker/u48:2-kcryptd-252:0-1]
root       51876  0.0  0.0      0     0 ?        I    21:14   0:00 [kworker/5:1-events]
asanchez   52995  0.0  0.0 234016  4108 pts/6    S+   21:19   0:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
asanchez   52996  0.0  0.0 605532  6752 pts/6    Sl+  21:19   0:00 /usr/libexec/pk-command-not-found strace -ff -o trace.log .venv/bin/python3 run_manual.py
root       53076  0.0  0.0      0     0 ?        I    21:20   0:00 [kworker/11:1-events]
root       53307  0.0  0.0      0     0 ?        I    21:20   0:00 [kworker/u48:5-kcryptd-252:0-1]
asanchez   53713  0.0  0.0 233840  5420 pts/4    Ss+  21:23   0:00 /bin/bash
asanchez   53845  0.0  0.0   3748  2408 ?        Ss   21:24   0:00 /usr/bin/bwrap --args 42 -- obsidian.sh
asanchez   53853  0.0  0.0 531388  6488 ?        Ssl  21:24   0:00 /usr/libexec/flatpak-session-helper
asanchez   53858  0.0  0.0   4232  1072 ?        Ss   21:24   0:00 server --sh -n /run/user/1000/.flatpak-helper/pkcs11-flatpak-53853 --provider p11-kit-trust.so pkcs11:model=p11-kit-trust?write-protected=yes
asanchez   53861  0.0  0.0   3748  2320 ?        S    21:24   0:00 /usr/bin/bwrap --args 42 -- /usr/bin/xdg-dbus-proxy --args=44
asanchez   53862  0.0  0.0 531380  6180 ?        Sl   21:24   0:00 /usr/bin/xdg-dbus-proxy --args=44
asanchez   53868  0.0  0.0   3756  1616 ?        S    21:24   0:00 /usr/bin/bwrap --args 42 -- obsidian.sh
asanchez   53869  0.1  0.4 1476621024 168964 ?   Sl   21:24   0:01 /app/obsidian --ozone-platform=x11
asanchez   53884  0.0  0.0 554056 15080 ?        Ssl  21:24   0:00 /usr/libexec/flatpak-portal
asanchez   53891  0.0  0.1 34077144 53812 ?      S    21:24   0:00 /app/obsidian --type=zygote --no-zygote-sandbox
asanchez   53893  0.0  0.0      0     0 ?        Z    21:24   0:00 [zypak-sandbox] <defunct>
asanchez   53895  0.0  0.0   3348  1824 ?        S    21:24   0:00 cat
asanchez   53896  0.0  0.0   3348  1824 ?        S    21:24   0:00 cat
asanchez   53897  0.0  0.0   3748  2352 ?        Ss   21:24   0:00 /usr/bin/bwrap --args 43 -- /app/bin/zypak-helper child - /app/obsidian --type=zygote
asanchez   53906  0.0  0.0   3756  1620 ?        S    21:24   0:00 /usr/bin/bwrap --args 43 -- /app/bin/zypak-helper child - /app/obsidian --type=zygote
asanchez   53907  0.0  0.1 50857136 54924 ?      S    21:24   0:00 /app/obsidian --type=zygote
asanchez   53939  0.3  0.5 34538948 231604 ?     Sl   21:24   0:03 /app/obsidian --type=zygote --no-zygote-sandbox
asanchez   53945  0.0  0.1 33905640 80452 ?      Sl   21:24   0:00 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --enable-crash-reporter=93efd3e2-b343-41aa-a63d-956f93d1b8e7,no_channel --user-data-dir=/home/asanchez/.var/app/md.obsidian.Obsidian/config/obsidian --standard-schemes=app --secure-schemes=app --fetch-schemes=app --streaming-schemes=app --code-cache-schemes=app --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,2674637195520468881,6125800272058904873,262144 --enable-features=PdfUseShowSaveFilePicker,SharedArrayBuffer --disable-features=LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708989122997041 --log-level=3
root       53976  0.0  0.0      0     0 ?        S    21:24   0:00 [nvidia-drm/timeline-392]
asanchez   53977  0.0  0.0 34338740 37804 ?      S    21:24   0:00 /app/obsidian --type=zygote --no-zygote-sandbox
asanchez   54004  0.0  0.0  21308 19596 ?        S    21:24   0:00 p11-kit-remote --provider p11-kit-trust.so pkcs11:model=p11-kit-trust?write-protected=yes
asanchez   54030  0.5  0.5 1463371088 227200 ?   Sl   21:24   0:04 /proc/self/exe --type=renderer --enable-crash-reporter=93efd3e2-b343-41aa-a63d-956f93d1b8e7,no_channel --user-data-dir=/home/asanchez/.var/app/md.obsidian.Obsidian/config/obsidian --standard-schemes=app --secure-schemes=app --fetch-schemes=app --streaming-schemes=app --code-cache-schemes=app --app-path=/app/resources/app.asar --no-sandbox --no-zygote --node-integration-in-worker --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --time-ticks-at-unix-epoch=-1772405004200166 --launch-time-ticks=13284864089 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,2674637195520468881,6125800272058904873,262144 --enable-features=PdfUseShowSaveFilePicker,SharedArrayBuffer --disable-features=LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708990997080739 --log-level=3
asanchez   54258  0.0  0.1 2818512 75140 ?       Sl   21:25   0:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:43848 -prefMapHandle 1:279225 -jsInitHandle 2:227672 -parentBuildID 20260225093857 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {4d77e5c7-e06f-45de-9bfb-0a68cb951881} -parentPid 3457 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 46 tab
asanchez   54309  0.0  0.1 2818512 75068 ?       Sl   21:25   0:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:43848 -prefMapHandle 1:279225 -jsInitHandle 2:227672 -parentBuildID 20260225093857 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {61761168-e2e2-44e1-8332-04f048ca8d55} -parentPid 3457 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 47 tab
root       54379  0.0  0.0      0     0 ?        S    21:25   0:00 [nvidia-drm/timeline-3ab]
asanchez   54382  0.0  0.1 2818512 76240 ?       Sl   21:25   0:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:43848 -prefMapHandle 1:279225 -jsInitHandle 2:227672 -parentBuildID 20260225093857 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {972ac515-5489-4102-8ecc-7f9942672720} -parentPid 3457 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 48 tab
root       54509  0.0  0.0      0     0 ?        I    21:26   0:00 [kworker/3:2-events]
root       54534  0.0  0.0      0     0 ?        I    21:27   0:00 [kworker/0:2-mm_percpu_wq]
root       54542  0.0  0.0      0     0 ?        I    21:28   0:00 [kworker/1:0-events]
root       54561  0.0  0.0      0     0 ?        I    21:28   0:00 [kworker/10:1-events]
root       54625  0.0  0.0      0     0 ?        I    21:30   0:00 [kworker/8:2-events]
root       54631  0.0  0.0      0     0 ?        I    21:30   0:00 [kworker/u48:3-kcryptd-252:0-1]
root       54644  0.0  0.0      0     0 ?        I    21:30   0:00 [kworker/2:2-events]
root       54678  0.0  0.0      0     0 ?        I    21:31   0:00 [kworker/6:0-events]
root       54764  0.0  0.0      0     0 ?        I    21:31   0:00 [kworker/9:2]
root       54766  0.0  0.0      0     0 ?        I    21:32   0:00 [kworker/4:0-events]
root       54834  0.0  0.0      0     0 ?        I    21:32   0:00 [kworker/7:0-events]
root       54875  0.0  0.0      0     0 ?        I    21:33   0:00 [kworker/0:0-events]
root       54877  0.0  0.0      0     0 ?        I    21:33   0:00 [kworker/5:2-events]
root       54879  0.0  0.0      0     0 ?        I    21:33   0:00 [kworker/1:1-events]
root       54888  0.0  0.0      0     0 ?        I    21:34   0:00 [kworker/3:1-events]
root       54977  0.0  0.0  17068  7288 ?        S    21:35   0:00 systemd-userwork: waiting...
root       54982  0.0  0.0      0     0 ?        I    21:35   0:00 [kworker/10:0]
root       54992  0.0  0.0  17068  7252 ?        S    21:35   0:00 systemd-userwork: waiting...
root       55052  0.0  0.0  17068  7260 ?        S    21:36   0:00 systemd-userwork: waiting...
root       55054  0.0  0.0      0     0 ?        I    21:36   0:00 [kworker/u48:7-kvfree_rcu_reclaim]
root       55073  0.0  0.0      0     0 ?        I    21:37   0:00 [kworker/6:2]
asanchez   55154  0.0  0.0 235356  4924 pts/8    R+   21:38   0:00 ps auxww
